Day,Confirmed,Deaths,Recovered,Active
2020-04-02,3,0,0,3
2020-04-03,3,0,0,3
2020-04-04,4,0,0,4
2020-04-05,4,0,0,4
2020-04-06,5,0,0,5
2020-04-07,8,1,0,7
2020-04-08,8,1,0,7
2020-04-09,8,1,0,7
2020-04-10,9,1,0,8
2020-04-11,12,2,0,10
2020-04-12,13,2,0,11
2020-04-13,16,2,0,14
2020-04-14,16,2,0,14
2020-04-15,16,2,0,14
2020-04-16,16,2,0,14
2020-04-17,17,2,3,12
2020-04-18,17,2,3,12
2020-04-19,17,2,3,12
2020-04-20,17,2,3,12
2020-04-21,18,2,3,13
2020-04-22,23,3,3,17
2020-04-23,33,3,3,27
2020-04-24,33,3,4,26
2020-04-25,33,3,4,26
2020-04-26,34,3,4,27
2020-04-27,36,3,4,29
2020-04-28,36,3,5,28
2020-04-29,36,3,7,26
2020-04-30,37,3,7,27
2020-05-01,37,3,9,25
2020-05-02,38,3,9,26
2020-05-03,39,3,9,27
2020-05-04,41,3,9,29
2020-05-05,41,3,9,29
2020-05-06,43,3,9,31
2020-05-07,43,3,14,26
2020-05-08,43,3,14,26
2020-05-09,56,3,14,39
2020-05-10,56,3,14,39
2020-05-11,57,3,24,30
2020-05-12,57,3,24,30
2020-05-13,63,3,24,36
2020-05-14,63,3,24,36
2020-05-15,63,3,24,36
2020-05-16,65,3,24,38
2020-05-17,70,3,27,40
2020-05-18,70,3,27,40
2020-05-19,70,3,27,40
2020-05-20,71,3,27,41
2020-05-21,72,3,27,42
2020-05-22,82,3,28,51
2020-05-23,82,3,28,51
2020-05-24,83,4,33,46
2020-05-25,101,4,33,64
2020-05-26,101,4,37,60
2020-05-27,101,4,37,60
2020-05-28,203,4,37,162
2020-05-29,273,4,42,227
2020-05-30,279,4,42,233
2020-05-31,284,4,42,238
2020-06-01,336,4,42,290
2020-06-02,358,4,42,312
2020-06-03,369,4,51,314
2020-06-04,393,4,51,338
2020-06-05,409,4,55,350
2020-06-06,409,4,55,350
2020-06-07,438,4,55,379
2020-06-08,443,4,55,384
2020-06-09,455,4,55,396
2020-06-10,455,4,55,396
2020-06-11,481,4,55,422
2020-06-12,481,4,65,412
2020-06-13,529,5,66,458
2020-06-14,547,6,69,472
2020-06-15,555,6,69,480
2020-06-16,564,6,73,485
2020-06-17,572,6,73,493
2020-06-18,592,8,74,510
2020-06-19,620,8,91,521
2020-06-20,620,8,91,521
2020-06-21,730,11,258,461
2020-06-22,749,11,258,480
2020-06-23,803,11,258,534
2020-06-24,941,11,259,671
2020-06-25,960,12,260,688
2020-06-26,1005,13,260,732
2020-06-27,1038,13,260,765
2020-06-28,1146,13,260,873
2020-06-29,1152,13,260,879
2020-06-30,1224,14,260,950
2020-07-01,1265,16,260,989
2020-07-02,1342,16,271,1055
2020-07-03,1498,16,317,1165
2020-07-04,1613,17,317,1279
2020-07-05,1613,17,317,1279
2020-07-06,1742,19,317,1406
2020-07-07,1818,19,317,1482
2020-07-08,1864,24,345,1495
2020-07-09,1942,25,369,1548
2020-07-10,2069,31,379,1659
2020-07-11,2261,33,517,1711
2020-07-12,2364,38,557,1769
2020-07-13,2430,39,747,1644
2020-07-14,2497,40,795,1662
2020-07-15,2614,43,1005,1566
2020-07-16,2712,51,1073,1588
2020-07-17,2805,55,1107,1643
2020-07-18,2810,55,1111,1644
2020-07-19,2907,59,1135,1713
2020-07-20,2992,62,1153,1777
2020-07-21,3045,64,1180,1801
2020-07-22,3302,76,1282,1944
2020-07-23,3302,76,1282,1944
2020-07-24,3453,87,1373,1993
2020-07-25,3453,87,1373,1993
2020-07-26,3640,99,1639,1902
2020-07-27,3664,99,1645,1920
2020-07-28,3709,103,1667,1939
2020-07-29,3738,103,1728,1907
2020-07-30,3858,107,1760,1991
2020-07-31,4078,114,1875,2089
2020-08-01,4186,120,1914,2152
2020-08-02,4231,123,1919,2189
2020-08-03,4272,123,1945,2204
2020-08-04,4361,128,2047,2186
2020-08-05,4426,136,2078,2212
2020-08-06,4491,137,2137,2217
2020-08-07,4575,137,2184,2254
2020-08-08,4624,143,2329,2152
2020-08-09,4658,146,2375,2137
2020-08-10,4674,146,2430,2098
2020-08-11,4714,152,2477,2085
2020-08-12,4752,152,2529,2071
2020-08-13,4912,153,2550,2209
2020-08-14,4988,156,2576,2256
2020-08-15,5026,157,2623,2246
2020-08-16,5072,161,2626,2285
2020-08-17,5125,162,2690,2273
2020-08-18,5193,163,2716,2314
2020-08-19,5240,164,2857,2219
2020-08-20,5282,165,2883,2234
2020-08-21,5322,166,2929,2227
2020-08-22,5382,168,2998,2216
2020-08-23,5414,168,3012,2234
2020-08-24,5419,169,3059,2191
2020-08-25,5423,170,3066,2187
2020-08-26,5474,173,3085,2216
2020-08-27,5496,173,3121,2202
2020-08-28,5523,174,3143,2206
2020-08-29,5528,174,3143,2211
2020-08-30,5536,174,3147,2215
2020-08-31,5566,175,3160,2231
2020-09-01,5576,175,3420,1981
2020-09-02,5579,175,3500,1904
2020-09-03,5593,175,3516,1902
2020-09-04,5608,175,3533,1900
2020-09-05,5611,175,3551,1885
